scenario_id,scenario_display_id,scenario_name,boundary_height,boundary_type,old_subsidy_rin,new_subsidy_rin,required_price_multiplier,required_price_growth_pct,interpretation,evidence_class
S4,S4,Idealized 113/114 cap-derived geometric schedule,98070000,scheduled subsidy boundary,0.10574280,0.10481523,1.00884957,0.88495727,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,98280000,scheduled subsidy boundary,0.10481523,0.10389579,1.00884964,0.88496367,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,98490000,scheduled subsidy boundary,0.10389579,0.10298442,1.00884959,0.88495910,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,98700000,scheduled subsidy boundary,0.10298442,0.10208104,1.00884964,0.88496355,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,98910000,scheduled subsidy boundary,0.10208104,0.10118559,1.00884958,0.88495803,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,99120000,scheduled subsidy boundary,0.10118559,0.10029799,1.00884963,0.88496290,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,99330000,scheduled subsidy boundary,0.10029799,0.09941818,1.00884959,0.88495887,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,99540000,scheduled subsidy boundary,0.09941818,0.09854609,1.00884956,0.88495647,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,99750000,scheduled subsidy boundary,0.09854609,0.09768165,1.00884956,0.88495639,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,99960000,scheduled subsidy boundary,0.09768165,0.09682479,1.00884959,0.88495932,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,100170000,scheduled subsidy boundary,0.09682479,0.09597544,1.00884966,0.88496599,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,100380000,scheduled subsidy boundary,0.09597544,0.09513355,1.00884956,0.88495594,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,100590000,scheduled subsidy boundary,0.09513355,0.09429904,1.00884961,0.88496129,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,100800000,scheduled subsidy boundary,0.09429904,0.09347185,1.00884962,0.88496162,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,101010000,scheduled subsidy boundary,0.09347185,0.09265192,1.00884957,0.88495738,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,101220000,scheduled subsidy boundary,0.09265192,0.09183918,1.00884960,0.88495999,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,101430000,scheduled subsidy boundary,0.09183918,0.09103357,1.00884959,0.88495925,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,101640000,scheduled subsidy boundary,0.09103357,0.09023502,1.00884967,0.88496683,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,101850000,scheduled subsidy boundary,0.09023502,0.08944348,1.00884961,0.88496109,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,102060000,scheduled subsidy boundary,0.08944348,0.08865888,1.00884965,0.88496494,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,102270000,scheduled subsidy boundary,0.08865888,0.08788117,1.00884956,0.88495636,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,102480000,scheduled subsidy boundary,0.08788117,0.08711028,1.00884959,0.88495870,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,102690000,scheduled subsidy boundary,0.08711028,0.08634615,1.00884961,0.88496129,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,102900000,scheduled subsidy boundary,0.08634615,0.08558872,1.00884965,0.88496475,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,103110000,scheduled subsidy boundary,0.08558872,0.08483794,1.00884958,0.88495784,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,103320000,scheduled subsidy boundary,0.08483794,0.08409374,1.00884965,0.88496480,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,103530000,scheduled subsidy boundary,0.08409374,0.08335607,1.00884963,0.88496255,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,103740000,scheduled subsidy boundary,0.08335607,0.08262487,1.00884964,0.88496357,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,103950000,scheduled subsidy boundary,0.08262487,0.08190009,1.00884956,0.88495629,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,104160000,scheduled subsidy boundary,0.08190009,0.08118166,1.00884966,0.88496589,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,104370000,scheduled subsidy boundary,0.08118166,0.08046954,1.00884956,0.88495597,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,104580000,scheduled subsidy boundary,0.08046954,0.07976366,1.00884964,0.88496441,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,104790000,scheduled subsidy boundary,0.07976366,0.07906397,1.00884967,0.88496695,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,105000000,scheduled subsidy boundary,0.07906397,0.07837042,1.00884964,0.88496400,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,105210000,scheduled subsidy boundary,0.07837042,0.07768296,1.00884956,0.88495598,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,105420000,scheduled subsidy boundary,0.07768296,0.07700153,1.00884956,0.88495644,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,105630000,scheduled subsidy boundary,0.07700153,0.07632607,1.00884966,0.88496630,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,105840000,scheduled subsidy boundary,0.07632607,0.07565654,1.00884960,0.88495985,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,106050000,scheduled subsidy boundary,0.07565654,0.07499288,1.00884964,0.88496401,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,106260000,scheduled subsidy boundary,0.07499288,0.07433504,1.00884966,0.88496623,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,106470000,scheduled subsidy boundary,0.07433504,0.07368297,1.00884967,0.88496704,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,106680000,scheduled subsidy boundary,0.07368297,0.07303662,1.00884967,0.88496702,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,106890000,scheduled subsidy boundary,0.07303662,0.07239594,1.00884967,0.88496675,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,107100000,scheduled subsidy boundary,0.07239594,0.07176088,1.00884967,0.88496685,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,107310000,scheduled subsidy boundary,0.07176088,0.07113139,1.00884968,0.88496794,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,107520000,scheduled subsidy boundary,0.07113139,0.07050743,1.00884956,0.88495638,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,107730000,scheduled subsidy boundary,0.07050743,0.06988894,1.00884961,0.88496120,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,107940000,scheduled subsidy boundary,0.06988894,0.06927587,1.00884969,0.88496904,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,108150000,scheduled subsidy boundary,0.06927587,0.06866818,1.00884966,0.88496593,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,108360000,scheduled subsidy boundary,0.06866818,0.06806582,1.00884967,0.88496693,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,108570000,scheduled subsidy boundary,0.06806582,0.06746875,1.00884958,0.88495785,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,108780000,scheduled subsidy boundary,0.06746875,0.06687691,1.00884969,0.88496912,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,108990000,scheduled subsidy boundary,0.06687691,0.06629027,1.00884956,0.88495642,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,109200000,scheduled subsidy boundary,0.06629027,0.06570877,1.00884966,0.88496558,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,109410000,scheduled subsidy boundary,0.06570877,0.06513237,1.00884967,0.88496703,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,109620000,scheduled subsidy boundary,0.06513237,0.06456103,1.00884961,0.88496110,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,109830000,scheduled subsidy boundary,0.06456103,0.06399470,1.00884964,0.88496391,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,110040000,scheduled subsidy boundary,0.06399470,0.06343334,1.00884960,0.88496050,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,110250000,scheduled subsidy boundary,0.06343334,0.06287690,1.00884967,0.88496729,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,110460000,scheduled subsidy boundary,0.06287690,0.06232534,1.00884969,0.88496910,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,110670000,scheduled subsidy boundary,0.06232534,0.06177862,1.00884966,0.88496635,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,110880000,scheduled subsidy boundary,0.06177862,0.06123670,1.00884960,0.88495951,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,111090000,scheduled subsidy boundary,0.06123670,0.06069953,1.00884966,0.88496567,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,111300000,scheduled subsidy boundary,0.06069953,0.06016707,1.00884969,0.88496914,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,111510000,scheduled subsidy boundary,0.06016707,0.05963928,1.00884970,0.88497044,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,111720000,scheduled subsidy boundary,0.05963928,0.05911612,1.00884970,0.88497012,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,111930000,scheduled subsidy boundary,0.05911612,0.05859755,1.00884969,0.88496874,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,112140000,scheduled subsidy boundary,0.05859755,0.05808353,1.00884967,0.88496687,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,112350000,scheduled subsidy boundary,0.05808353,0.05757402,1.00884965,0.88496513,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,112560000,scheduled subsidy boundary,0.05757402,0.05706898,1.00884964,0.88496413,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,112770000,scheduled subsidy boundary,0.05706898,0.05656837,1.00884965,0.88496451,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,112980000,scheduled subsidy boundary,0.05656837,0.05607215,1.00884967,0.88496696,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,113190000,scheduled subsidy boundary,0.05607215,0.05558028,1.00884972,0.88497215,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,113400000,scheduled subsidy boundary,0.05558028,0.05509273,1.00884962,0.88496250,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,113610000,scheduled subsidy boundary,0.05509273,0.05460946,1.00884957,0.88495656,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,113820000,scheduled subsidy boundary,0.05460946,0.05413042,1.00884974,0.88497374,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,114030000,scheduled subsidy boundary,0.05413042,0.05365559,1.00884959,0.88495905,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,114240000,scheduled subsidy boundary,0.05365559,0.05318492,1.00884969,0.88496890,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,114450000,scheduled subsidy boundary,0.05318492,0.05271838,1.00884966,0.88496650,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,114660000,scheduled subsidy boundary,0.05271838,0.05225593,1.00884971,0.88497133,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,114870000,scheduled subsidy boundary,0.05225593,0.05179754,1.00884965,0.88496481,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,115080000,scheduled subsidy boundary,0.05179754,0.05134317,1.00884967,0.88496678,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,115290000,scheduled subsidy boundary,0.05134317,0.05089279,1.00884958,0.88495836,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,115500000,scheduled subsidy boundary,0.05089279,0.05044636,1.00884960,0.88495979,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,115710000,scheduled subsidy boundary,0.05044636,0.05000384,1.00884972,0.88497203,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,115920000,scheduled subsidy boundary,0.05000384,0.04956520,1.00884976,0.88497575,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,116130000,scheduled subsidy boundary,0.04956520,0.04913041,1.00884971,0.88497124,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,116340000,scheduled subsidy boundary,0.04913041,0.04869944,1.00884959,0.88495884,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,116550000,scheduled subsidy boundary,0.04869944,0.04827225,1.00884960,0.88495979,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,116760000,scheduled subsidy boundary,0.04827225,0.04784880,1.00884975,0.88497517,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,116970000,scheduled subsidy boundary,0.04784880,0.04742907,1.00884964,0.88496359,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,117180000,scheduled subsidy boundary,0.04742907,0.04701302,1.00884968,0.88496761,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,117390000,scheduled subsidy boundary,0.04701302,0.04660062,1.00884967,0.88496677,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,117600000,scheduled subsidy boundary,0.04660062,0.04619184,1.00884961,0.88496150,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,117810000,scheduled subsidy boundary,0.04619184,0.04578664,1.00884974,0.88497431,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,118020000,scheduled subsidy boundary,0.04578664,0.04538500,1.00884962,0.88496199,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,118230000,scheduled subsidy boundary,0.04538500,0.04498688,1.00884969,0.88496913,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,118440000,scheduled subsidy boundary,0.04498688,0.04459225,1.00884974,0.88497441,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,118650000,scheduled subsidy boundary,0.04459225,0.04420108,1.00884978,0.88497838,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,118860000,scheduled subsidy boundary,0.04420108,0.04381335,1.00884959,0.88495858,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,119070000,scheduled subsidy boundary,0.04381335,0.04342902,1.00884961,0.88496125,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,119280000,scheduled subsidy boundary,0.04342902,0.04304806,1.00884964,0.88496439,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,119490000,scheduled subsidy boundary,0.04304806,0.04267044,1.00884969,0.88496861,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,119700000,scheduled subsidy boundary,0.04267044,0.04229613,1.00884975,0.88497458,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,119910000,scheduled subsidy boundary,0.04229613,0.04192511,1.00884959,0.88495892,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,120120000,scheduled subsidy boundary,0.04192511,0.04155734,1.00884970,0.88497002,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,120330000,scheduled subsidy boundary,0.04155734,0.04119280,1.00884960,0.88496048,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,120540000,scheduled subsidy boundary,0.04119280,0.04083145,1.00884980,0.88497959,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,120750000,scheduled subsidy boundary,0.04083145,0.04047327,1.00884979,0.88497915,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,120960000,scheduled subsidy boundary,0.04047327,0.04011824,1.00884959,0.88495906,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,121170000,scheduled subsidy boundary,0.04011824,0.03976632,1.00884970,0.88496999,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,121380000,scheduled subsidy boundary,0.03976632,0.03941749,1.00884962,0.88496249,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,121590000,scheduled subsidy boundary,0.03941749,0.03907172,1.00884962,0.88496232,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,121800000,scheduled subsidy boundary,0.03907172,0.03872898,1.00884970,0.88497038,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,122010000,scheduled subsidy boundary,0.03872898,0.03838925,1.00884961,0.88496128,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,122220000,scheduled subsidy boundary,0.03838925,0.03805250,1.00884962,0.88496157,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,122430000,scheduled subsidy boundary,0.03805250,0.03771870,1.00884972,0.88497218,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,122640000,scheduled subsidy boundary,0.03771870,0.03738783,1.00884967,0.88496711,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,122850000,scheduled subsidy boundary,0.03738783,0.03705986,1.00884974,0.88497366,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,123060000,scheduled subsidy boundary,0.03705986,0.03673477,1.00884965,0.88496539,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,123270000,scheduled subsidy boundary,0.03673477,0.03641253,1.00884970,0.88497009,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,123480000,scheduled subsidy boundary,0.03641253,0.03609312,1.00884961,0.88496090,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,123690000,scheduled subsidy boundary,0.03609312,0.03577651,1.00884966,0.88496614,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,123900000,scheduled subsidy boundary,0.03577651,0.03546268,1.00884958,0.88495850,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,124110000,scheduled subsidy boundary,0.03546268,0.03515160,1.00884967,0.88496683,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,124320000,scheduled subsidy boundary,0.03515160,0.03484325,1.00884963,0.88496337,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,124530000,scheduled subsidy boundary,0.03484325,0.03453760,1.00884978,0.88497753,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,124740000,scheduled subsidy boundary,0.03453760,0.03423463,1.00884981,0.88498108,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,124950000,scheduled subsidy boundary,0.03423463,0.03393432,1.00884974,0.88497427,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,125160000,scheduled subsidy boundary,0.03393432,0.03363665,1.00884957,0.88495733,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,125370000,scheduled subsidy boundary,0.03363665,0.03334159,1.00884961,0.88496080,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,125580000,scheduled subsidy boundary,0.03334159,0.03304911,1.00884986,0.88498601,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,125790000,scheduled subsidy boundary,0.03304911,0.03275920,1.00884973,0.88497277,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,126000000,scheduled subsidy boundary,0.03275920,0.03247183,1.00884982,0.88498246,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,126210000,scheduled subsidy boundary,0.03247183,0.03218698,1.00884985,0.88498517,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,126420000,scheduled subsidy boundary,0.03218698,0.03190463,1.00884981,0.88498127,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,126630000,scheduled subsidy boundary,0.03190463,0.03162476,1.00884971,0.88497114,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,126840000,scheduled subsidy boundary,0.03162476,0.03134734,1.00884987,0.88498737,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,127050000,scheduled subsidy boundary,0.03134734,0.03107236,1.00884967,0.88496657,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,127260000,scheduled subsidy boundary,0.03107236,0.03079979,1.00884974,0.88497357,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,127470000,scheduled subsidy boundary,0.03079979,0.03052961,1.00884977,0.88497691,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,127680000,scheduled subsidy boundary,0.03052961,0.03026180,1.00884977,0.88497710,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,127890000,scheduled subsidy boundary,0.03026180,0.02999634,1.00884975,0.88497463,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,128100000,scheduled subsidy boundary,0.02999634,0.02973321,1.00884970,0.88497004,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,128310000,scheduled subsidy boundary,0.02973321,0.02947239,1.00884964,0.88496386,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,128520000,scheduled subsidy boundary,0.02947239,0.02921386,1.00884957,0.88495666,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,128730000,scheduled subsidy boundary,0.02921386,0.02895759,1.00884984,0.88498387,price-only compensation; fees and miner costs held constant,consensus-deterministic
S4,S4,Idealized 113/114 cap-derived geometric schedule,128940000,scheduled subsidy boundary,0.02895759,0.02870357,1.00884977,0.88497703,price-only compensation; fees and miner costs held constant,consensus-deterministic
