scenario_id,scenario_display_id,horizon_years,height,price_path,fee_case,hardware_class,subsidy_base_units,fee_base_units_per_block,fee_share_of_gross_rin_revenue_pct,annual_gross_miner_revenue_rin,normalized_price_index,liquidity_realization_pct,annual_gross_miner_revenue_value_index,annual_realizable_miner_revenue_value_index,normalized_annual_break_even_cost,break_even_price_index
S1,S1,50,27120000,flat,low,efficient,975101,0,0.00000000,5125.13085600,1.00000000,90.0,5125.13085600,4612.61777040,0.58000000,0.00012701
S1,S1,50,27120000,flat,low,high_cost,975101,0,0.00000000,5125.13085600,1.00000000,90.0,5125.13085600,4612.61777040,0.90000000,0.00019709
S1,S1,50,27120000,flat,base,reference,975101,10003,1.01542578,5177.70662400,1.00000000,90.0,5177.70662400,4659.93596160,0.70000000,0.00015173
S1,S1,50,27120000,flat,base,efficient,975101,10003,1.01542578,5177.70662400,1.00000000,90.0,5177.70662400,4659.93596160,0.58000000,0.00012572
S1,S1,50,27120000,flat,base,high_cost,975101,10003,1.01542578,5177.70662400,1.00000000,90.0,5177.70662400,4659.93596160,0.90000000,0.00019509
S1,S1,50,27120000,flat,high,reference,975101,290698,22.96557352,6653.03954400,1.00000000,90.0,6653.03954400,5987.73558960,0.70000000,0.00011809
S1,S1,50,27120000,flat,high,efficient,975101,290698,22.96557352,6653.03954400,1.00000000,90.0,6653.03954400,5987.73558960,0.58000000,0.00009784
S1,S1,50,27120000,flat,high,high_cost,975101,290698,22.96557352,6653.03954400,1.00000000,90.0,6653.03954400,5987.73558960,0.90000000,0.00015183
S1,S1,50,27120000,growth,low,reference,975101,0,0.00000000,5125.13085600,4.38390602,80.0,22468.09200628,17974.47360502,0.70000000,0.00017245
S1,S1,50,27120000,growth,low,efficient,975101,0,0.00000000,5125.13085600,4.38390602,80.0,22468.09200628,17974.47360502,0.58000000,0.00014289
S1,S1,50,27120000,growth,low,high_cost,975101,0,0.00000000,5125.13085600,4.38390602,80.0,22468.09200628,17974.47360502,0.90000000,0.00022172
S1,S1,50,27120000,growth,base,reference,975101,10003,1.01542578,5177.70662400,4.38390602,80.0,22698.57923205,18158.86338564,0.70000000,0.00017070
S1,S1,50,27120000,growth,base,efficient,975101,10003,1.01542578,5177.70662400,4.38390602,80.0,22698.57923205,18158.86338564,0.58000000,0.00014144
S1,S1,50,27120000,growth,base,high_cost,975101,10003,1.01542578,5177.70662400,4.38390602,80.0,22698.57923205,18158.86338564,0.90000000,0.00021947
S1,S1,50,27120000,growth,high,reference,975101,290698,22.96557352,6653.03954400,4.38390602,80.0,29166.30009964,23333.04007971,0.70000000,0.00013285
S1,S1,50,27120000,growth,high,efficient,975101,290698,22.96557352,6653.03954400,4.38390602,80.0,29166.30009964,23333.04007971,0.58000000,0.00011007
S1,S1,50,27120000,growth,high,high_cost,975101,290698,22.96557352,6653.03954400,4.38390602,80.0,29166.30009964,23333.04007971,0.90000000,0.00017080
S1,S1,100,53400000,stress,low,reference,1592,0,0.00000000,8.36755200,0.00592053,70.0,0.04954034,0.03467824,0.70000000,0.12071643
S1,S1,100,53400000,stress,low,efficient,1592,0,0.00000000,8.36755200,0.00592053,70.0,0.04954034,0.03467824,0.58000000,0.10002219
S1,S1,100,53400000,stress,low,high_cost,1592,0,0.00000000,8.36755200,0.00592053,70.0,0.04954034,0.03467824,0.90000000,0.15520684
S1,S1,100,53400000,stress,base,reference,1592,10003,86.26994394,60.94332000,0.00592053,70.0,0.36081671,0.25257169,0.70000000,0.01657443
S1,S1,100,53400000,stress,base,efficient,1592,10003,86.26994394,60.94332000,0.00592053,70.0,0.36081671,0.25257169,0.58000000,0.01373310
S1,S1,100,53400000,stress,base,high_cost,1592,10003,86.26994394,60.94332000,0.00592053,70.0,0.36081671,0.25257169,0.90000000,0.02130999
S1,S1,100,53400000,stress,high,reference,1592,290698,99.45533545,1536.27624000,0.00592053,70.0,9.09556837,6.36689786,0.70000000,0.00065750
S1,S1,100,53400000,stress,high,efficient,1592,290698,99.45533545,1536.27624000,0.00592053,70.0,9.09556837,6.36689786,0.58000000,0.00054479
S1,S1,100,53400000,stress,high,high_cost,1592,290698,99.45533545,1536.27624000,0.00592053,70.0,9.09556837,6.36689786,0.90000000,0.00084536
S1,S1,100,53400000,flat,low,reference,1592,0,0.00000000,8.36755200,1.00000000,90.0,8.36755200,7.53079680,0.70000000,0.09389056
S1,S1,100,53400000,flat,low,efficient,1592,0,0.00000000,8.36755200,1.00000000,90.0,8.36755200,7.53079680,0.58000000,0.07779503
S1,S1,100,53400000,flat,low,high_cost,1592,0,0.00000000,8.36755200,1.00000000,90.0,8.36755200,7.53079680,0.90000000,0.12071643
S1,S1,100,53400000,flat,base,reference,1592,10003,86.26994394,60.94332000,1.00000000,90.0,60.94332000,54.84898800,0.70000000,0.01289123
S1,S1,100,53400000,flat,base,efficient,1592,10003,86.26994394,60.94332000,1.00000000,90.0,60.94332000,54.84898800,0.58000000,0.01068130
S1,S1,100,53400000,flat,base,high_cost,1592,10003,86.26994394,60.94332000,1.00000000,90.0,60.94332000,54.84898800,0.90000000,0.01657443
S1,S1,100,53400000,flat,high,reference,1592,290698,99.45533545,1536.27624000,1.00000000,90.0,1536.27624000,1382.64861600,0.70000000,0.00051139
S1,S1,100,53400000,flat,high,efficient,1592,290698,99.45533545,1536.27624000,1.00000000,90.0,1536.27624000,1382.64861600,0.58000000,0.00042372
S1,S1,100,53400000,flat,high,high_cost,1592,290698,99.45533545,1536.27624000,1.00000000,90.0,1536.27624000,1382.64861600,0.90000000,0.00065750
S1,S1,100,53400000,growth,low,reference,1592,0,0.00000000,8.36755200,19.21863198,80.0,160.81290247,128.65032197,0.70000000,0.10562688
S1,S1,100,53400000,growth,low,efficient,1592,0,0.00000000,8.36755200,19.21863198,80.0,160.81290247,128.65032197,0.58000000,0.08751941
S1,S1,100,53400000,growth,low,high_cost,1592,0,0.00000000,8.36755200,19.21863198,80.0,160.81290247,128.65032197,0.90000000,0.13580598
S1,S1,100,53400000,growth,base,reference,1592,10003,86.26994394,60.94332000,19.21863198,80.0,1171.24723877,936.99779102,0.70000000,0.01450263
S1,S1,100,53400000,growth,base,efficient,1592,10003,86.26994394,60.94332000,19.21863198,80.0,1171.24723877,936.99779102,0.58000000,0.01201646
S1,S1,100,53400000,growth,base,high_cost,1592,10003,86.26994394,60.94332000,19.21863198,80.0,1171.24723877,936.99779102,0.90000000,0.01864624
S1,S1,100,53400000,growth,high,reference,1592,290698,99.45533545,1536.27624000,19.21863198,80.0,29525.12767749,23620.10214199,0.70000000,0.00057531
S1,S1,100,53400000,growth,high,efficient,1592,290698,99.45533545,1536.27624000,19.21863198,80.0,29525.12767749,23620.10214199,0.58000000,0.00047669
S1,S1,100,53400000,growth,high,high_cost,1592,290698,99.45533545,1536.27624000,19.21863198,80.0,29525.12767749,23620.10214199,0.90000000,0.00073969
S1,S1,250,132240000,stress,low,reference,0,0,0.00000000,0.00000000,0.00000270,70.0,0.00000000,0.00000000,0.70000000,0.00000000
S1,S1,250,132240000,stress,low,efficient,0,0,0.00000000,0.00000000,0.00000270,70.0,0.00000000,0.00000000,0.58000000,0.00000000
S1,S1,250,132240000,stress,low,high_cost,0,0,0.00000000,0.00000000,0.00000270,70.0,0.00000000,0.00000000,0.90000000,0.00000000
S1,S1,250,132240000,stress,base,reference,0,10003,100.00000000,52.57576800,0.00000270,70.0,0.00014180,0.00009926,0.70000000,0.01921229
S1,S1,250,132240000,stress,base,efficient,0,10003,100.00000000,52.57576800,0.00000270,70.0,0.00014180,0.00009926,0.58000000,0.01591876
S1,S1,250,132240000,stress,base,high_cost,0,10003,100.00000000,52.57576800,0.00000270,70.0,0.00014180,0.00009926,0.90000000,0.02470152
S1,S1,250,132240000,stress,high,reference,0,290698,100.00000000,1527.90868800,0.00000270,70.0,0.00412096,0.00288467,0.70000000,0.00066110
S1,S1,250,132240000,stress,high,efficient,0,290698,100.00000000,1527.90868800,0.00000270,70.0,0.00412096,0.00288467,0.58000000,0.00054777
S1,S1,250,132240000,stress,high,high_cost,0,290698,100.00000000,1527.90868800,0.00000270,70.0,0.00412096,0.00288467,0.90000000,0.00084999
S1,S1,250,132240000,flat,low,reference,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.70000000,0.00000000
S1,S1,250,132240000,flat,low,efficient,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.58000000,0.00000000
S1,S1,250,132240000,flat,low,high_cost,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.90000000,0.00000000
S1,S1,250,132240000,flat,base,reference,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.70000000,0.01494289
S1,S1,250,132240000,flat,base,efficient,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.58000000,0.01238125
S1,S1,250,132240000,flat,base,high_cost,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.90000000,0.01921229
S1,S1,250,132240000,flat,high,reference,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.70000000,0.00051419
S1,S1,250,132240000,flat,high,efficient,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.58000000,0.00042604
S1,S1,250,132240000,flat,high,high_cost,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.90000000,0.00066110
S1,S1,250,132240000,growth,low,reference,0,0,0.00000000,0.00000000,1619.22118137,80.0,0.00000000,0.00000000,0.70000000,0.00000000
S1,S1,250,132240000,growth,low,efficient,0,0,0.00000000,0.00000000,1619.22118137,80.0,0.00000000,0.00000000,0.58000000,0.00000000
S1,S1,250,132240000,growth,low,high_cost,0,0,0.00000000,0.00000000,1619.22118137,80.0,0.00000000,0.00000000,0.90000000,0.00000000
S1,S1,250,132240000,growth,base,reference,0,10003,100.00000000,52.57576800,1619.22118137,80.0,85131.79717229,68105.43773784,0.70000000,0.01681076
S1,S1,250,132240000,growth,base,efficient,0,10003,100.00000000,52.57576800,1619.22118137,80.0,85131.79717229,68105.43773784,0.58000000,0.01392891
S1,S1,250,132240000,growth,base,high_cost,0,10003,100.00000000,52.57576800,1619.22118137,80.0,85131.79717229,68105.43773784,0.90000000,0.02161383
S1,S1,250,132240000,growth,high,reference,0,290698,100.00000000,1527.90868800,1619.22118137,80.0,2474022.11080593,1979217.68864474,0.70000000,0.00057846
S1,S1,250,132240000,growth,high,efficient,0,290698,100.00000000,1527.90868800,1619.22118137,80.0,2474022.11080593,1979217.68864474,0.58000000,0.00047930
S1,S1,250,132240000,growth,high,high_cost,0,290698,100.00000000,1527.90868800,1619.22118137,80.0,2474022.11080593,1979217.68864474,0.90000000,0.00074374
S1,S1,500,263640000,stress,low,reference,0,0,0.00000000,0.00000000,0.00000000,70.0,0.00000000,0.00000000,0.70000000,0.00000000
S1,S1,500,263640000,stress,low,efficient,0,0,0.00000000,0.00000000,0.00000000,70.0,0.00000000,0.00000000,0.58000000,0.00000000
S1,S1,500,263640000,stress,low,high_cost,0,0,0.00000000,0.00000000,0.00000000,70.0,0.00000000,0.00000000,0.90000000,0.00000000
S1,S1,500,263640000,stress,base,reference,0,10003,100.00000000,52.57576800,0.00000000,70.0,0.00000000,0.00000000,0.70000000,0.01921229
S1,S1,500,263640000,stress,base,efficient,0,10003,100.00000000,52.57576800,0.00000000,70.0,0.00000000,0.00000000,0.58000000,0.01591876
S1,S1,500,263640000,stress,base,high_cost,0,10003,100.00000000,52.57576800,0.00000000,70.0,0.00000000,0.00000000,0.90000000,0.02470152
S1,S1,500,263640000,stress,high,reference,0,290698,100.00000000,1527.90868800,0.00000000,70.0,0.00000001,0.00000001,0.70000000,0.00066110
S1,S1,500,263640000,stress,high,efficient,0,290698,100.00000000,1527.90868800,0.00000000,70.0,0.00000001,0.00000001,0.58000000,0.00054777
S1,S1,500,263640000,stress,high,high_cost,0,290698,100.00000000,1527.90868800,0.00000000,70.0,0.00000001,0.00000001,0.90000000,0.00084999
S1,S1,500,263640000,flat,low,reference,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.70000000,0.00000000
S1,S1,500,263640000,flat,low,efficient,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.58000000,0.00000000
S1,S1,500,263640000,flat,low,high_cost,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.90000000,0.00000000
S1,S1,500,263640000,flat,base,reference,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.70000000,0.01494289
S1,S1,500,263640000,flat,base,efficient,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.58000000,0.01238125
S1,S1,500,263640000,flat,base,high_cost,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.90000000,0.01921229
S1,S1,500,263640000,flat,high,reference,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.70000000,0.00051419
S1,S1,500,263640000,flat,high,efficient,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.58000000,0.00042604
S1,S1,500,263640000,flat,high,high_cost,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.90000000,0.00066110
S1,S1,500,263640000,growth,low,reference,0,0,0.00000000,0.00000000,2621877.23419108,80.0,0.00000000,0.00000000,0.70000000,0.00000000
S1,S1,500,263640000,growth,low,efficient,0,0,0.00000000,0.00000000,2621877.23419108,80.0,0.00000000,0.00000000,0.58000000,0.00000000
S1,S1,500,263640000,growth,low,high_cost,0,0,0.00000000,0.00000000,2621877.23419108,80.0,0.00000000,0.00000000,0.90000000,0.00000000
S1,S1,500,263640000,growth,base,reference,0,10003,100.00000000,52.57576800,2621877.23419108,80.0,137847209.18931171,110277767.35144937,0.70000000,0.01681076
S1,S1,500,263640000,growth,base,efficient,0,10003,100.00000000,52.57576800,2621877.23419108,80.0,137847209.18931171,110277767.35144937,0.58000000,0.01392891
S1,S1,500,263640000,growth,base,high_cost,0,10003,100.00000000,52.57576800,2621877.23419108,80.0,137847209.18931171,110277767.35144937,0.90000000,0.02161383
S1,S1,500,263640000,growth,high,reference,0,290698,100.00000000,1527.90868800,2621877.23419108,80.0,4005989004.98995656,3204791203.99196525,0.70000000,0.00057846
S1,S1,500,263640000,growth,high,efficient,0,290698,100.00000000,1527.90868800,2621877.23419108,80.0,4005989004.98995656,3204791203.99196525,0.58000000,0.00047930
S1,S1,500,263640000,growth,high,high_cost,0,290698,100.00000000,1527.90868800,2621877.23419108,80.0,4005989004.98995656,3204791203.99196525,0.90000000,0.00074374
S2a,S2/a,0,840000,stress,low,reference,593750000,0,0.00000000,3120750.00000000,1.00000000,70.0,3120750.00000000,2184525.00000000,0.70000000,0.00000032
S2a,S2/a,0,840000,stress,low,efficient,593750000,0,0.00000000,3120750.00000000,1.00000000,70.0,3120750.00000000,2184525.00000000,0.58000000,0.00000027
S2a,S2/a,0,840000,stress,low,high_cost,593750000,0,0.00000000,3120750.00000000,1.00000000,70.0,3120750.00000000,2184525.00000000,0.90000000,0.00000042
S2a,S2/a,0,840000,stress,base,reference,593750000,10003,0.00168469,3120802.57576800,1.00000000,70.0,3120802.57576800,2184561.80303760,0.70000000,0.00000032
S2a,S2/a,0,840000,stress,base,efficient,593750000,10003,0.00168469,3120802.57576800,1.00000000,70.0,3120802.57576800,2184561.80303760,0.58000000,0.00000027
S2a,S2/a,0,840000,stress,base,high_cost,593750000,10003,0.00168469,3120802.57576800,1.00000000,70.0,3120802.57576800,2184561.80303760,0.90000000,0.00000042
S2a,S2/a,0,840000,stress,high,reference,593750000,290698,0.04893570,3122277.90868800,1.00000000,70.0,3122277.90868800,2185594.53608160,0.70000000,0.00000032
S2a,S2/a,0,840000,stress,high,efficient,593750000,290698,0.04893570,3122277.90868800,1.00000000,70.0,3122277.90868800,2185594.53608160,0.58000000,0.00000027
S2a,S2/a,0,840000,stress,high,high_cost,593750000,290698,0.04893570,3122277.90868800,1.00000000,70.0,3122277.90868800,2185594.53608160,0.90000000,0.00000042
S2a,S2/a,0,840000,flat,low,reference,593750000,0,0.00000000,3120750.00000000,1.00000000,90.0,3120750.00000000,2808675.00000000,0.70000000,0.00000025
S2a,S2/a,0,840000,flat,low,efficient,593750000,0,0.00000000,3120750.00000000,1.00000000,90.0,3120750.00000000,2808675.00000000,0.58000000,0.00000021
S2a,S2/a,0,840000,flat,low,high_cost,593750000,0,0.00000000,3120750.00000000,1.00000000,90.0,3120750.00000000,2808675.00000000,0.90000000,0.00000032
S2a,S2/a,0,840000,flat,base,reference,593750000,10003,0.00168469,3120802.57576800,1.00000000,90.0,3120802.57576800,2808722.31819120,0.70000000,0.00000025
S2a,S2/a,0,840000,flat,base,efficient,593750000,10003,0.00168469,3120802.57576800,1.00000000,90.0,3120802.57576800,2808722.31819120,0.58000000,0.00000021
S2a,S2/a,0,840000,flat,base,high_cost,593750000,10003,0.00168469,3120802.57576800,1.00000000,90.0,3120802.57576800,2808722.31819120,0.90000000,0.00000032
S2a,S2/a,0,840000,flat,high,reference,593750000,290698,0.04893570,3122277.90868800,1.00000000,90.0,3122277.90868800,2810050.11781920,0.70000000,0.00000025
S2a,S2/a,0,840000,flat,high,efficient,593750000,290698,0.04893570,3122277.90868800,1.00000000,90.0,3122277.90868800,2810050.11781920,0.58000000,0.00000021
S2a,S2/a,0,840000,flat,high,high_cost,593750000,290698,0.04893570,3122277.90868800,1.00000000,90.0,3122277.90868800,2810050.11781920,0.90000000,0.00000032
S2a,S2/a,0,840000,growth,low,reference,593750000,0,0.00000000,3120750.00000000,1.00000000,80.0,3120750.00000000,2496600.00000000,0.70000000,0.00000028
S2a,S2/a,0,840000,growth,low,efficient,593750000,0,0.00000000,3120750.00000000,1.00000000,80.0,3120750.00000000,2496600.00000000,0.58000000,0.00000023
S2a,S2/a,0,840000,growth,low,high_cost,593750000,0,0.00000000,3120750.00000000,1.00000000,80.0,3120750.00000000,2496600.00000000,0.90000000,0.00000036
S2a,S2/a,0,840000,growth,base,reference,593750000,10003,0.00168469,3120802.57576800,1.00000000,80.0,3120802.57576800,2496642.06061440,0.70000000,0.00000028
S2a,S2/a,0,840000,growth,base,efficient,593750000,10003,0.00168469,3120802.57576800,1.00000000,80.0,3120802.57576800,2496642.06061440,0.58000000,0.00000023
S2a,S2/a,0,840000,growth,base,high_cost,593750000,10003,0.00168469,3120802.57576800,1.00000000,80.0,3120802.57576800,2496642.06061440,0.90000000,0.00000036
S2a,S2/a,0,840000,growth,high,reference,593750000,290698,0.04893570,3122277.90868800,1.00000000,80.0,3122277.90868800,2497822.32695040,0.70000000,0.00000028
S2a,S2/a,0,840000,growth,high,efficient,593750000,290698,0.04893570,3122277.90868800,1.00000000,80.0,3122277.90868800,2497822.32695040,0.58000000,0.00000023
S2a,S2/a,0,840000,growth,high,high_cost,593750000,290698,0.04893570,3122277.90868800,1.00000000,80.0,3122277.90868800,2497822.32695040,0.90000000,0.00000036
S2a,S2/a,1,1365600,stress,low,reference,535859375,0,0.00000000,2816476.87500000,0.95000000,70.0,2675653.03125000,1872957.12187500,0.70000000,0.00000036
S2a,S2/a,1,1365600,stress,low,efficient,535859375,0,0.00000000,2816476.87500000,0.95000000,70.0,2675653.03125000,1872957.12187500,0.58000000,0.00000030
S2a,S2/a,1,1365600,stress,low,high_cost,535859375,0,0.00000000,2816476.87500000,0.95000000,70.0,2675653.03125000,1872957.12187500,0.90000000,0.00000046
S2a,S2/a,1,1365600,stress,base,reference,535859375,10003,0.00186669,2816529.45076800,0.95000000,70.0,2675702.97822960,1872992.08476072,0.70000000,0.00000036
S2a,S2/a,1,1365600,stress,base,efficient,535859375,10003,0.00186669,2816529.45076800,0.95000000,70.0,2675702.97822960,1872992.08476072,0.58000000,0.00000030
S2a,S2/a,1,1365600,stress,base,high_cost,535859375,10003,0.00186669,2816529.45076800,0.95000000,70.0,2675702.97822960,1872992.08476072,0.90000000,0.00000046
S2a,S2/a,1,1365600,stress,high,reference,535859375,290698,0.05421952,2818004.78368800,0.95000000,70.0,2677104.54450360,1873973.18115252,0.70000000,0.00000036
S2a,S2/a,1,1365600,stress,high,efficient,535859375,290698,0.05421952,2818004.78368800,0.95000000,70.0,2677104.54450360,1873973.18115252,0.58000000,0.00000030
S2a,S2/a,1,1365600,stress,high,high_cost,535859375,290698,0.05421952,2818004.78368800,0.95000000,70.0,2677104.54450360,1873973.18115252,0.90000000,0.00000046
S2a,S2/a,1,1365600,flat,low,reference,535859375,0,0.00000000,2816476.87500000,1.00000000,90.0,2816476.87500000,2534829.18750000,0.70000000,0.00000028
S2a,S2/a,1,1365600,flat,low,efficient,535859375,0,0.00000000,2816476.87500000,1.00000000,90.0,2816476.87500000,2534829.18750000,0.58000000,0.00000023
S2a,S2/a,1,1365600,flat,low,high_cost,535859375,0,0.00000000,2816476.87500000,1.00000000,90.0,2816476.87500000,2534829.18750000,0.90000000,0.00000036
S2a,S2/a,1,1365600,flat,base,reference,535859375,10003,0.00186669,2816529.45076800,1.00000000,90.0,2816529.45076800,2534876.50569120,0.70000000,0.00000028
S2a,S2/a,1,1365600,flat,base,efficient,535859375,10003,0.00186669,2816529.45076800,1.00000000,90.0,2816529.45076800,2534876.50569120,0.58000000,0.00000023
S2a,S2/a,1,1365600,flat,base,high_cost,535859375,10003,0.00186669,2816529.45076800,1.00000000,90.0,2816529.45076800,2534876.50569120,0.90000000,0.00000036
S2a,S2/a,1,1365600,flat,high,reference,535859375,290698,0.05421952,2818004.78368800,1.00000000,90.0,2818004.78368800,2536204.30531920,0.70000000,0.00000028
S2a,S2/a,1,1365600,flat,high,efficient,535859375,290698,0.05421952,2818004.78368800,1.00000000,90.0,2818004.78368800,2536204.30531920,0.58000000,0.00000023
S2a,S2/a,1,1365600,flat,high,high_cost,535859375,290698,0.05421952,2818004.78368800,1.00000000,90.0,2818004.78368800,2536204.30531920,0.90000000,0.00000036
S2a,S2/a,1,1365600,growth,low,reference,535859375,0,0.00000000,2816476.87500000,1.03000000,80.0,2900971.18125000,2320776.94500000,0.70000000,0.00000031
S2a,S2/a,1,1365600,growth,low,efficient,535859375,0,0.00000000,2816476.87500000,1.03000000,80.0,2900971.18125000,2320776.94500000,0.58000000,0.00000026
S2a,S2/a,1,1365600,growth,low,high_cost,535859375,0,0.00000000,2816476.87500000,1.03000000,80.0,2900971.18125000,2320776.94500000,0.90000000,0.00000040
S2a,S2/a,1,1365600,growth,base,reference,535859375,10003,0.00186669,2816529.45076800,1.03000000,80.0,2901025.33429104,2320820.26743283,0.70000000,0.00000031
S2a,S2/a,1,1365600,growth,base,efficient,535859375,10003,0.00186669,2816529.45076800,1.03000000,80.0,2901025.33429104,2320820.26743283,0.58000000,0.00000026
S2a,S2/a,1,1365600,growth,base,high_cost,535859375,10003,0.00186669,2816529.45076800,1.03000000,80.0,2901025.33429104,2320820.26743283,0.90000000,0.00000040
S2a,S2/a,1,1365600,growth,high,reference,535859375,290698,0.05421952,2818004.78368800,1.03000000,80.0,2902544.92719864,2322035.94175891,0.70000000,0.00000031
S2a,S2/a,1,1365600,growth,high,efficient,535859375,290698,0.05421952,2818004.78368800,1.03000000,80.0,2902544.92719864,2322035.94175891,0.58000000,0.00000026
S2a,S2/a,1,1365600,growth,high,high_cost,535859375,290698,0.05421952,2818004.78368800,1.03000000,80.0,2902544.92719864,2322035.94175891,0.90000000,0.00000040
S2a,S2/a,2,1891200,stress,low,reference,459432430,0,0.00000000,2414776.85208000,0.90250000,70.0,2179336.10900220,1525535.27630154,0.70000000,0.00000042
S2a,S2/a,2,1891200,stress,low,efficient,459432430,0,0.00000000,2414776.85208000,0.90250000,70.0,2179336.10900220,1525535.27630154,0.58000000,0.00000035
S2a,S2/a,2,1891200,stress,low,high_cost,459432430,0,0.00000000,2414776.85208000,0.90250000,70.0,2179336.10900220,1525535.27630154,0.90000000,0.00000054
S2a,S2/a,2,1891200,stress,base,reference,459432430,10003,0.00217720,2414829.42784800,0.90250000,70.0,2179383.55863282,1525568.49104297,0.70000000,0.00000042
S2a,S2/a,2,1891200,stress,base,efficient,459432430,10003,0.00217720,2414829.42784800,0.90250000,70.0,2179383.55863282,1525568.49104297,0.58000000,0.00000035
S2a,S2/a,2,1891200,stress,base,high_cost,459432430,10003,0.00217720,2414829.42784800,0.90250000,70.0,2179383.55863282,1525568.49104297,0.90000000,0.00000054
S2a,S2/a,2,1891200,stress,high,reference,459432430,290698,0.06323328,2416304.76076800,0.90250000,70.0,2180715.04659312,1526500.53261518,0.70000000,0.00000042
S2a,S2/a,2,1891200,stress,high,efficient,459432430,290698,0.06323328,2416304.76076800,0.90250000,70.0,2180715.04659312,1526500.53261518,0.58000000,0.00000035
S2a,S2/a,2,1891200,stress,high,high_cost,459432430,290698,0.06323328,2416304.76076800,0.90250000,70.0,2180715.04659312,1526500.53261518,0.90000000,0.00000054
S2a,S2/a,2,1891200,flat,low,reference,459432430,0,0.00000000,2414776.85208000,1.00000000,90.0,2414776.85208000,2173299.16687200,0.70000000,0.00000033
S2a,S2/a,2,1891200,flat,low,efficient,459432430,0,0.00000000,2414776.85208000,1.00000000,90.0,2414776.85208000,2173299.16687200,0.58000000,0.00000027
S2a,S2/a,2,1891200,flat,low,high_cost,459432430,0,0.00000000,2414776.85208000,1.00000000,90.0,2414776.85208000,2173299.16687200,0.90000000,0.00000042
S2a,S2/a,2,1891200,flat,base,reference,459432430,10003,0.00217720,2414829.42784800,1.00000000,90.0,2414829.42784800,2173346.48506320,0.70000000,0.00000033
S2a,S2/a,2,1891200,flat,base,efficient,459432430,10003,0.00217720,2414829.42784800,1.00000000,90.0,2414829.42784800,2173346.48506320,0.58000000,0.00000027
S2a,S2/a,2,1891200,flat,base,high_cost,459432430,10003,0.00217720,2414829.42784800,1.00000000,90.0,2414829.42784800,2173346.48506320,0.90000000,0.00000042
S2a,S2/a,2,1891200,flat,high,reference,459432430,290698,0.06323328,2416304.76076800,1.00000000,90.0,2416304.76076800,2174674.28469120,0.70000000,0.00000033
S2a,S2/a,2,1891200,flat,high,efficient,459432430,290698,0.06323328,2416304.76076800,1.00000000,90.0,2416304.76076800,2174674.28469120,0.58000000,0.00000027
S2a,S2/a,2,1891200,flat,high,high_cost,459432430,290698,0.06323328,2416304.76076800,1.00000000,90.0,2416304.76076800,2174674.28469120,0.90000000,0.00000042
S2a,S2/a,2,1891200,growth,low,reference,459432430,0,0.00000000,2414776.85208000,1.06090000,80.0,2561836.76237167,2049469.40989734,0.70000000,0.00000037
S2a,S2/a,2,1891200,growth,low,efficient,459432430,0,0.00000000,2414776.85208000,1.06090000,80.0,2561836.76237167,2049469.40989734,0.58000000,0.00000030
S2a,S2/a,2,1891200,growth,low,high_cost,459432430,0,0.00000000,2414776.85208000,1.06090000,80.0,2561836.76237167,2049469.40989734,0.90000000,0.00000047
S2a,S2/a,2,1891200,growth,base,reference,459432430,10003,0.00217720,2414829.42784800,1.06090000,80.0,2561892.54000394,2049514.03200315,0.70000000,0.00000037
S2a,S2/a,2,1891200,growth,base,efficient,459432430,10003,0.00217720,2414829.42784800,1.06090000,80.0,2561892.54000394,2049514.03200315,0.58000000,0.00000030
S2a,S2/a,2,1891200,growth,base,high_cost,459432430,10003,0.00217720,2414829.42784800,1.06090000,80.0,2561892.54000394,2049514.03200315,0.90000000,0.00000047
S2a,S2/a,2,1891200,growth,high,reference,459432430,290698,0.06323328,2416304.76076800,1.06090000,80.0,2563457.72069877,2050766.17655902,0.70000000,0.00000037
