scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S4,S4,Idealized 113/114 cap-derived geometric schedule,345240000,278,275,0.00000278,0.00000275,-3,-1.07913669,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,345450000,275,272,0.00000275,0.00000272,-3,-1.09090909,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,345660000,272,269,0.00000272,0.00000269,-3,-1.10294118,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,345870000,269,266,0.00000269,0.00000266,-3,-1.11524164,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,346080000,266,263,0.00000266,0.00000263,-3,-1.12781955,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,346290000,263,260,0.00000263,0.00000260,-3,-1.14068441,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,346500000,260,257,0.00000260,0.00000257,-3,-1.15384615,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,346710000,257,254,0.00000257,0.00000254,-3,-1.16731518,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,346920000,254,251,0.00000254,0.00000251,-3,-1.18110236,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,347130000,251,248,0.00000251,0.00000248,-3,-1.19521912,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,347340000,248,245,0.00000248,0.00000245,-3,-1.20967742,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,347550000,245,242,0.00000245,0.00000242,-3,-1.22448980,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,347760000,242,239,0.00000242,0.00000239,-3,-1.23966942,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,347970000,239,236,0.00000239,0.00000236,-3,-1.25523013,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,348180000,236,233,0.00000236,0.00000233,-3,-1.27118644,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,348390000,233,230,0.00000233,0.00000230,-3,-1.28755365,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,348600000,230,227,0.00000230,0.00000227,-3,-1.30434783,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,348810000,227,225,0.00000227,0.00000225,-2,-0.88105727,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,349020000,225,223,0.00000225,0.00000223,-2,-0.88888889,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,349230000,223,221,0.00000223,0.00000221,-2,-0.89686099,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,349440000,221,219,0.00000221,0.00000219,-2,-0.90497738,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,349650000,219,217,0.00000219,0.00000217,-2,-0.91324201,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,349860000,217,215,0.00000217,0.00000215,-2,-0.92165899,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,350070000,215,213,0.00000215,0.00000213,-2,-0.93023256,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,350280000,213,211,0.00000213,0.00000211,-2,-0.93896714,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,350490000,211,209,0.00000211,0.00000209,-2,-0.94786730,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,350700000,209,207,0.00000209,0.00000207,-2,-0.95693780,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,350910000,207,205,0.00000207,0.00000205,-2,-0.96618357,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,351120000,205,203,0.00000205,0.00000203,-2,-0.97560976,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,351330000,203,201,0.00000203,0.00000201,-2,-0.98522167,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,351540000,201,199,0.00000201,0.00000199,-2,-0.99502488,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,351750000,199,197,0.00000199,0.00000197,-2,-1.00502513,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,351960000,197,195,0.00000197,0.00000195,-2,-1.01522843,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,352170000,195,193,0.00000195,0.00000193,-2,-1.02564103,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,352380000,193,191,0.00000193,0.00000191,-2,-1.03626943,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,352590000,191,189,0.00000191,0.00000189,-2,-1.04712042,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,352800000,189,187,0.00000189,0.00000187,-2,-1.05820106,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,353010000,187,185,0.00000187,0.00000185,-2,-1.06951872,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,353220000,185,183,0.00000185,0.00000183,-2,-1.08108108,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,353430000,183,181,0.00000183,0.00000181,-2,-1.09289617,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,353640000,181,179,0.00000181,0.00000179,-2,-1.10497238,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,353850000,179,177,0.00000179,0.00000177,-2,-1.11731844,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,354060000,177,175,0.00000177,0.00000175,-2,-1.12994350,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,354270000,175,173,0.00000175,0.00000173,-2,-1.14285714,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,354480000,173,171,0.00000173,0.00000171,-2,-1.15606936,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,354690000,171,169,0.00000171,0.00000169,-2,-1.16959064,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,354900000,169,167,0.00000169,0.00000167,-2,-1.18343195,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,355110000,167,165,0.00000167,0.00000165,-2,-1.19760479,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,355320000,165,163,0.00000165,0.00000163,-2,-1.21212121,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,355530000,163,161,0.00000163,0.00000161,-2,-1.22699387,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,355740000,161,159,0.00000161,0.00000159,-2,-1.24223602,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,355950000,159,157,0.00000159,0.00000157,-2,-1.25786164,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,356160000,157,155,0.00000157,0.00000155,-2,-1.27388535,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,356370000,155,153,0.00000155,0.00000153,-2,-1.29032258,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,356580000,153,151,0.00000153,0.00000151,-2,-1.30718954,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,356790000,151,149,0.00000151,0.00000149,-2,-1.32450331,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,357000000,149,147,0.00000149,0.00000147,-2,-1.34228188,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,357210000,147,145,0.00000147,0.00000145,-2,-1.36054422,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,357420000,145,143,0.00000145,0.00000143,-2,-1.37931034,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,357630000,143,141,0.00000143,0.00000141,-2,-1.39860140,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,357840000,141,139,0.00000141,0.00000139,-2,-1.41843972,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,358050000,139,137,0.00000139,0.00000137,-2,-1.43884892,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,358260000,137,135,0.00000137,0.00000135,-2,-1.45985401,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,358470000,135,133,0.00000135,0.00000133,-2,-1.48148148,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,358680000,133,131,0.00000133,0.00000131,-2,-1.50375940,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,358890000,131,129,0.00000131,0.00000129,-2,-1.52671756,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,359100000,129,127,0.00000129,0.00000127,-2,-1.55038760,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,359310000,127,125,0.00000127,0.00000125,-2,-1.57480315,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,359520000,125,123,0.00000125,0.00000123,-2,-1.60000000,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,359730000,123,121,0.00000123,0.00000121,-2,-1.62601626,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,359940000,121,119,0.00000121,0.00000119,-2,-1.65289256,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,360150000,119,117,0.00000119,0.00000117,-2,-1.68067227,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,360360000,117,115,0.00000117,0.00000115,-2,-1.70940171,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,360570000,115,113,0.00000115,0.00000113,-2,-1.73913043,2,0.00000002,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,360780000,113,112,0.00000113,0.00000112,-1,-0.88495575,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,360990000,112,111,0.00000112,0.00000111,-1,-0.89285714,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,361200000,111,110,0.00000111,0.00000110,-1,-0.90090090,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,361410000,110,109,0.00000110,0.00000109,-1,-0.90909091,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,361620000,109,108,0.00000109,0.00000108,-1,-0.91743119,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,361830000,108,107,0.00000108,0.00000107,-1,-0.92592593,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,362040000,107,106,0.00000107,0.00000106,-1,-0.93457944,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,362250000,106,105,0.00000106,0.00000105,-1,-0.94339623,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,362460000,105,104,0.00000105,0.00000104,-1,-0.95238095,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,362670000,104,103,0.00000104,0.00000103,-1,-0.96153846,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,362880000,103,102,0.00000103,0.00000102,-1,-0.97087379,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,363090000,102,101,0.00000102,0.00000101,-1,-0.98039216,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,363300000,101,100,0.00000101,0.00000100,-1,-0.99009901,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,363510000,100,99,0.00000100,0.00000099,-1,-1.00000000,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,363720000,99,98,0.00000099,0.00000098,-1,-1.01010101,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,363930000,98,97,0.00000098,0.00000097,-1,-1.02040816,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,364140000,97,96,0.00000097,0.00000096,-1,-1.03092784,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,364350000,96,95,0.00000096,0.00000095,-1,-1.04166667,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,364560000,95,94,0.00000095,0.00000094,-1,-1.05263158,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,364770000,94,93,0.00000094,0.00000093,-1,-1.06382979,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,364980000,93,92,0.00000093,0.00000092,-1,-1.07526882,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,365190000,92,91,0.00000092,0.00000091,-1,-1.08695652,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,365400000,91,90,0.00000091,0.00000090,-1,-1.09890110,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,365610000,90,89,0.00000090,0.00000089,-1,-1.11111111,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,365820000,89,88,0.00000089,0.00000088,-1,-1.12359551,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,366030000,88,87,0.00000088,0.00000087,-1,-1.13636364,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,366240000,87,86,0.00000087,0.00000086,-1,-1.14942529,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,366450000,86,85,0.00000086,0.00000085,-1,-1.16279070,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,366660000,85,84,0.00000085,0.00000084,-1,-1.17647059,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,366870000,84,83,0.00000084,0.00000083,-1,-1.19047619,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,367080000,83,82,0.00000083,0.00000082,-1,-1.20481928,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,367290000,82,81,0.00000082,0.00000081,-1,-1.21951220,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,367500000,81,80,0.00000081,0.00000080,-1,-1.23456790,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,367710000,80,79,0.00000080,0.00000079,-1,-1.25000000,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,367920000,79,78,0.00000079,0.00000078,-1,-1.26582278,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,368130000,78,77,0.00000078,0.00000077,-1,-1.28205128,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,368340000,77,76,0.00000077,0.00000076,-1,-1.29870130,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,368550000,76,75,0.00000076,0.00000075,-1,-1.31578947,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,368760000,75,74,0.00000075,0.00000074,-1,-1.33333333,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,368970000,74,73,0.00000074,0.00000073,-1,-1.35135135,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,369180000,73,72,0.00000073,0.00000072,-1,-1.36986301,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,369390000,72,71,0.00000072,0.00000071,-1,-1.38888889,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,369600000,71,70,0.00000071,0.00000070,-1,-1.40845070,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,369810000,70,69,0.00000070,0.00000069,-1,-1.42857143,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,370020000,69,68,0.00000069,0.00000068,-1,-1.44927536,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,370230000,68,67,0.00000068,0.00000067,-1,-1.47058824,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,370440000,67,66,0.00000067,0.00000066,-1,-1.49253731,1,0.00000001,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,370650000,66,65,0.00000066,0.00000065,-1,-1.51515152,1,0.00000001,scheduled subsidy boundary
