scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S4,S4,Idealized 113/114 cap-derived geometric schedule,5040000,524024814,519428105,5.24024814,5.19428105,-4596709,-0.87719300,4596709,0.04596709,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,5250000,519428105,514871718,5.19428105,5.14871718,-4556387,-0.87719300,4556387,0.04556387,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,5460000,514871718,510355299,5.14871718,5.10355299,-4516419,-0.87719306,4516419,0.04516419,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,5670000,510355299,505878498,5.10355299,5.05878498,-4476801,-0.87719301,4476801,0.04476801,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,5880000,505878498,501440967,5.05878498,5.01440967,-4437531,-0.87719304,4437531,0.04437531,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,6090000,501440967,497042362,5.01440967,4.97042362,-4398605,-0.87719299,4398605,0.04398605,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,6300000,497042362,492682341,4.97042362,4.92682341,-4360021,-0.87719304,4360021,0.04360021,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,6510000,492682341,488360566,4.92682341,4.88360566,-4321775,-0.87719300,4321775,0.04321775,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,6720000,488360566,484076701,4.88360566,4.84076701,-4283865,-0.87719306,4283865,0.04283865,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,6930000,484076701,479830414,4.84076701,4.79830414,-4246287,-0.87719301,4246287,0.04246287,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,7140000,479830414,475621375,4.79830414,4.75621375,-4209039,-0.87719304,4209039,0.04209039,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,7350000,475621375,471449257,4.75621375,4.71449257,-4172118,-0.87719312,4172118,0.04172118,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,7560000,471449257,467313737,4.71449257,4.67313737,-4135520,-0.87719303,4135520,0.04135520,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,7770000,467313737,463214493,4.67313737,4.63214493,-4099244,-0.87719313,4099244,0.04099244,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,7980000,463214493,459151207,4.63214493,4.59151207,-4063286,-0.87719319,4063286,0.04063286,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,8190000,459151207,455123564,4.59151207,4.55123564,-4027643,-0.87719316,4027643,0.04027643,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,8400000,455123564,451131252,4.55123564,4.51131252,-3992312,-0.87719299,3992312,0.03992312,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,8610000,451131252,447173960,4.51131252,4.47173960,-3957292,-0.87719305,3957292,0.03957292,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,8820000,447173960,443251381,4.47173960,4.43251381,-3922579,-0.87719307,3922579,0.03922579,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,9030000,443251381,439363210,4.43251381,4.39363210,-3888171,-0.87719321,3888171,0.03888171,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,9240000,439363210,435509146,4.39363210,4.35509146,-3854064,-0.87719315,3854064,0.03854064,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,9450000,435509146,431688890,4.35509146,4.31688890,-3820256,-0.87719306,3820256,0.03820256,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,9660000,431688890,427902145,4.31688890,4.27902145,-3786745,-0.87719306,3786745,0.03786745,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,9870000,427902145,424148617,4.27902145,4.24148617,-3753528,-0.87719308,3753528,0.03753528,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,10080000,424148617,420428015,4.24148617,4.20428015,-3720602,-0.87719301,3720602,0.03720602,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,10290000,420428015,416740049,4.20428015,4.16740049,-3687966,-0.87719321,3687966,0.03687966,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,10500000,416740049,413084434,4.16740049,4.13084434,-3655615,-0.87719311,3655615,0.03655615,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,10710000,413084434,409460886,4.13084434,4.09460886,-3623548,-0.87719306,3623548,0.03623548,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,10920000,409460886,405869123,4.09460886,4.05869123,-3591763,-0.87719319,3591763,0.03591763,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,11130000,405869123,402308867,4.05869123,4.02308867,-3560256,-0.87719311,3560256,0.03560256,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,11340000,402308867,398779841,4.02308867,3.98779841,-3529026,-0.87719319,3529026,0.03529026,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,11550000,398779841,395281772,3.98779841,3.95281772,-3498069,-0.87719304,3498069,0.03498069,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,11760000,395281772,391814388,3.95281772,3.91814388,-3467384,-0.87719299,3467384,0.03467384,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,11970000,391814388,388377419,3.91814388,3.88377419,-3436969,-0.87719316,3436969,0.03436969,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,12180000,388377419,384970599,3.88377419,3.84970599,-3406820,-0.87719312,3406820,0.03406820,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,12390000,384970599,381593663,3.84970599,3.81593663,-3376936,-0.87719322,3376936,0.03376936,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,12600000,381593663,378246350,3.81593663,3.78246350,-3347313,-0.87719303,3347313,0.03347313,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,12810000,378246350,374928399,3.78246350,3.74928399,-3317951,-0.87719313,3317951,0.03317951,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,13020000,374928399,371639553,3.74928399,3.71639553,-3288846,-0.87719309,3288846,0.03288846,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,13230000,371639553,368379556,3.71639553,3.68379556,-3259997,-0.87719323,3259997,0.03259997,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,13440000,368379556,365148156,3.68379556,3.65148156,-3231400,-0.87719309,3231400,0.03231400,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,13650000,365148156,361945102,3.65148156,3.61945102,-3203054,-0.87719298,3203054,0.03203054,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,13860000,361945102,358770144,3.61945102,3.58770144,-3174958,-0.87719325,3174958,0.03174958,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,14070000,358770144,355623037,3.58770144,3.55623037,-3147107,-0.87719311,3147107,0.03147107,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,14280000,355623037,352503536,3.55623037,3.52503536,-3119501,-0.87719317,3119501,0.03119501,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,14490000,352503536,349411399,3.52503536,3.49411399,-3092137,-0.87719319,3092137,0.03092137,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,14700000,349411399,346346386,3.49411399,3.46346386,-3065013,-0.87719319,3065013,0.03065013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,14910000,346346386,343308259,3.46346386,3.43308259,-3038127,-0.87719322,3038127,0.03038127,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,15120000,343308259,340296783,3.43308259,3.40296783,-3011476,-0.87719300,3011476,0.03011476,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,15330000,340296783,337311723,3.40296783,3.37311723,-2985060,-0.87719313,2985060,0.02985060,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,15540000,337311723,334352848,3.37311723,3.34352848,-2958875,-0.87719305,2958875,0.02958875,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,15750000,334352848,331419928,3.34352848,3.31419928,-2932920,-0.87719307,2932920,0.02932920,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,15960000,331419928,328512735,3.31419928,3.28512735,-2907193,-0.87719318,2907193,0.02907193,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,16170000,328512735,325631044,3.28512735,3.25631044,-2881691,-0.87719309,2881691,0.02881691,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,16380000,325631044,322774631,3.25631044,3.22774631,-2856413,-0.87719308,2856413,0.02856413,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,16590000,322774631,319943274,3.22774631,3.19943274,-2831357,-0.87719316,2831357,0.02831357,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,16800000,319943274,317136754,3.19943274,3.17136754,-2806520,-0.87719300,2806520,0.02806520,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,17010000,317136754,314354852,3.17136754,3.14354852,-2781902,-0.87719319,2781902,0.02781902,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,17220000,314354852,311597353,3.14354852,3.11597353,-2757499,-0.87719308,2757499,0.02757499,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,17430000,311597353,308864042,3.11597353,3.08864042,-2733311,-0.87719327,2733311,0.02733311,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,17640000,308864042,306154708,3.08864042,3.06154708,-2709334,-0.87719308,2709334,0.02709334,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,17850000,306154708,303469140,3.06154708,3.03469140,-2685568,-0.87719311,2685568,0.02685568,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,18060000,303469140,300807130,3.03469140,3.00807130,-2662010,-0.87719298,2662010,0.02662010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,18270000,300807130,298168470,3.00807130,2.98168470,-2638660,-0.87719330,2638660,0.02638660,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,18480000,298168470,295552957,2.98168470,2.95552957,-2615513,-0.87719302,2615513,0.02615513,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,18690000,295552957,292960387,2.95552957,2.92960387,-2592570,-0.87719305,2592570,0.02592570,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,18900000,292960387,290390559,2.92960387,2.90390559,-2569828,-0.87719300,2569828,0.02569828,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,19110000,290390559,287843273,2.90390559,2.87843273,-2547286,-0.87719312,2547286,0.02547286,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,19320000,287843273,285318332,2.87843273,2.85318332,-2524941,-0.87719299,2524941,0.02524941,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,19530000,285318332,282815539,2.85318332,2.82815539,-2502793,-0.87719320,2502793,0.02502793,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,19740000,282815539,280334700,2.82815539,2.80334700,-2480839,-0.87719331,2480839,0.02480839,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,19950000,280334700,277875623,2.80334700,2.77875623,-2459077,-0.87719323,2459077,0.02459077,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,20160000,277875623,275438117,2.77875623,2.75438117,-2437506,-0.87719318,2437506,0.02437506,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,20370000,275438117,273021993,2.75438117,2.73021993,-2416124,-0.87719304,2416124,0.02416124,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,20580000,273021993,270627063,2.73021993,2.70627063,-2394930,-0.87719307,2394930,0.02394930,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,20790000,270627063,268253141,2.70627063,2.68253141,-2373922,-0.87719313,2373922,0.02373922,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,21000000,268253141,265900043,2.68253141,2.65900043,-2353098,-0.87719308,2353098,0.02353098,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,21210000,265900043,263567586,2.65900043,2.63567586,-2332457,-0.87719316,2332457,0.02332457,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,21420000,263567586,261255589,2.63567586,2.61255589,-2311997,-0.87719322,2311997,0.02311997,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,21630000,261255589,258963873,2.61255589,2.58963873,-2291716,-0.87719310,2291716,0.02291716,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,21840000,258963873,256692260,2.58963873,2.56692260,-2271613,-0.87719301,2271613,0.02271613,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,22050000,256692260,254440573,2.56692260,2.54440573,-2251687,-0.87719318,2251687,0.02251687,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,22260000,254440573,252208638,2.54440573,2.52208638,-2231935,-0.87719304,2231935,0.02231935,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,22470000,252208638,249996281,2.52208638,2.49996281,-2212357,-0.87719319,2212357,0.02212357,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,22680000,249996281,247803331,2.49996281,2.47803331,-2192950,-0.87719305,2192950,0.02192950,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,22890000,247803331,245629617,2.47803331,2.45629617,-2173714,-0.87719321,2173714,0.02173714,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,23100000,245629617,243474971,2.45629617,2.43474971,-2154646,-0.87719308,2154646,0.02154646,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,23310000,243474971,241339225,2.43474971,2.41339225,-2135746,-0.87719325,2135746,0.02135746,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,23520000,241339225,239222214,2.41339225,2.39222214,-2117011,-0.87719309,2117011,0.02117011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,23730000,239222214,237123773,2.39222214,2.37123773,-2098441,-0.87719320,2098441,0.02098441,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,23940000,237123773,235043739,2.37123773,2.35043739,-2080034,-0.87719336,2080034,0.02080034,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,24150000,235043739,232981951,2.35043739,2.32981951,-2061788,-0.87719333,2061788,0.02061788,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,24360000,232981951,230938249,2.32981951,2.30938249,-2043702,-0.87719327,2043702,0.02043702,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,24570000,230938249,228912474,2.30938249,2.28912474,-2025775,-0.87719337,2025775,0.02025775,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,24780000,228912474,226904469,2.28912474,2.26904469,-2008005,-0.87719335,2008005,0.02008005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,24990000,226904469,224914078,2.26904469,2.24914078,-1990391,-0.87719339,1990391,0.01990391,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,25200000,224914078,222941147,2.24914078,2.22941147,-1972931,-0.87719320,1972931,0.01972931,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,25410000,222941147,220985522,2.22941147,2.20985522,-1955625,-0.87719339,1955625,0.01955625,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,25620000,220985522,219047052,2.20985522,2.19047052,-1938470,-0.87719321,1938470,0.01938470,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,25830000,219047052,217125586,2.19047052,2.17125586,-1921466,-0.87719327,1921466,0.01921466,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,26040000,217125586,215220975,2.17125586,2.15220975,-1904611,-0.87719326,1904611,0.01904611,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,26250000,215220975,213333071,2.15220975,2.13333071,-1887904,-0.87719331,1887904,0.01887904,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,26460000,213333071,211461728,2.13333071,2.11461728,-1871343,-0.87719311,1871343,0.01871343,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,26670000,211461728,209606800,2.11461728,2.09606800,-1854928,-0.87719325,1854928,0.01854928,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,26880000,209606800,207768143,2.09606800,2.07768143,-1838657,-0.87719339,1838657,0.01838657,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,27090000,207768143,205945615,2.07768143,2.05945615,-1822528,-0.87719319,1822528,0.01822528,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,27300000,205945615,204139074,2.05945615,2.04139074,-1806541,-0.87719323,1806541,0.01806541,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,27510000,204139074,202348380,2.04139074,2.02348380,-1790694,-0.87719316,1790694,0.01790694,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,27720000,202348380,200573394,2.02348380,2.00573394,-1774986,-0.87719309,1774986,0.01774986,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,27930000,200573394,198813978,2.00573394,1.98813978,-1759416,-0.87719311,1759416,0.01759416,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,28140000,198813978,197069995,1.98813978,1.97069995,-1743983,-0.87719335,1743983,0.01743983,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,28350000,197069995,195341310,1.97069995,1.95341310,-1728685,-0.87719341,1728685,0.01728685,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,28560000,195341310,193627789,1.95341310,1.93627789,-1713521,-0.87719336,1713521,0.01713521,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,28770000,193627789,191929299,1.93627789,1.91929299,-1698490,-0.87719330,1698490,0.01698490,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,28980000,191929299,190245708,1.91929299,1.90245708,-1683591,-0.87719333,1683591,0.01683591,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,29190000,190245708,188576886,1.90245708,1.88576886,-1668822,-0.87719298,1668822,0.01668822,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,29400000,188576886,186922702,1.88576886,1.86922702,-1654184,-0.87719340,1654184,0.01654184,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,29610000,186922702,185283029,1.86922702,1.85283029,-1639673,-0.87719308,1639673,0.01639673,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,29820000,185283029,183657739,1.85283029,1.83657739,-1625290,-0.87719313,1625290,0.01625290,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,30030000,183657739,182046706,1.83657739,1.82046706,-1611033,-0.87719309,1611033,0.01611033,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,30240000,182046706,180449805,1.82046706,1.80449805,-1596901,-0.87719302,1596901,0.01596901,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,30450000,180449805,178866911,1.80449805,1.78866911,-1582894,-0.87719352,1582894,0.01582894,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,30660000,178866911,177297903,1.78866911,1.77297903,-1569008,-0.87719299,1569008,0.01569008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,30870000,177297903,175742658,1.77297903,1.75742658,-1555245,-0.87719312,1555245,0.01555245,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,31080000,175742658,174201055,1.75742658,1.74201055,-1541603,-0.87719340,1541603,0.01541603,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,31290000,174201055,172672975,1.74201055,1.72672975,-1528080,-0.87719331,1528080,0.01528080,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,31500000,172672975,171158299,1.72672975,1.71158299,-1514676,-0.87719343,1514676,0.01514676,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,31710000,171158299,169656910,1.71158299,1.69656910,-1501389,-0.87719322,1501389,0.01501389,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,31920000,169656910,168168691,1.69656910,1.68168691,-1488219,-0.87719327,1488219,0.01488219,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,32130000,168168691,166693527,1.68168691,1.66693527,-1475164,-0.87719301,1475164,0.01475164,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,32340000,166693527,165231303,1.66693527,1.65231303,-1462224,-0.87719303,1462224,0.01462224,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,32550000,165231303,163781905,1.65231303,1.63781905,-1449398,-0.87719335,1449398,0.01449398,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,32760000,163781905,162345221,1.63781905,1.62345221,-1436684,-0.87719336,1436684,0.01436684,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,32970000,162345221,160921140,1.62345221,1.60921140,-1424081,-0.87719305,1424081,0.01424081,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,33180000,160921140,159509551,1.60921140,1.59509551,-1411589,-0.87719302,1411589,0.01411589,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,33390000,159509551,158110344,1.59509551,1.58110344,-1399207,-0.87719324,1399207,0.01399207,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,33600000,158110344,156723411,1.58110344,1.56723411,-1386933,-0.87719308,1386933,0.01386933,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,33810000,156723411,155348644,1.56723411,1.55348644,-1374767,-0.87719313,1374767,0.01374767,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,34020000,155348644,153985936,1.55348644,1.53985936,-1362708,-0.87719337,1362708,0.01362708,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,34230000,153985936,152635182,1.53985936,1.52635182,-1350754,-0.87719310,1350754,0.01350754,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,34440000,152635182,151296276,1.52635182,1.51296276,-1338906,-0.87719357,1338906,0.01338906,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,34650000,151296276,149969115,1.51296276,1.49969115,-1327161,-0.87719343,1327161,0.01327161,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,34860000,149969115,148653596,1.49969115,1.48653596,-1315519,-0.87719328,1315519,0.01315519,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,35070000,148653596,147349617,1.48653596,1.47349617,-1303979,-0.87719304,1303979,0.01303979,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,35280000,147349617,146057076,1.47349617,1.46057076,-1292541,-0.87719332,1292541,0.01292541,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,35490000,146057076,144775873,1.46057076,1.44775873,-1281203,-0.87719338,1281203,0.01281203,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,35700000,144775873,143505909,1.44775873,1.43505909,-1269964,-0.87719312,1269964,0.01269964,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,35910000,143505909,142247085,1.43505909,1.42247085,-1258824,-0.87719315,1258824,0.01258824,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,36120000,142247085,140999303,1.42247085,1.40999303,-1247782,-0.87719337,1247782,0.01247782,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,36330000,140999303,139762467,1.40999303,1.39762467,-1236836,-0.87719299,1236836,0.01236836,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,36540000,139762467,138536480,1.39762467,1.38536480,-1225987,-0.87719330,1225987,0.01225987,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,36750000,138536480,137321247,1.38536480,1.37321247,-1215233,-0.87719350,1215233,0.01215233,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,36960000,137321247,136116674,1.37321247,1.36116674,-1204573,-0.87719346,1204573,0.01204573,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,37170000,136116674,134922668,1.36116674,1.34922668,-1194006,-0.87719305,1194006,0.01194006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,37380000,134922668,133739135,1.34922668,1.33739135,-1183533,-0.87719359,1183533,0.01183533,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,37590000,133739135,132565984,1.33739135,1.32565984,-1173151,-0.87719350,1173151,0.01173151,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,37800000,132565984,131403124,1.32565984,1.31403124,-1162860,-0.87719335,1162860,0.01162860,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,38010000,131403124,130250465,1.31403124,1.30250465,-1152659,-0.87719300,1152659,0.01152659,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,38220000,130250465,129107917,1.30250465,1.29107917,-1142548,-0.87719303,1142548,0.01142548,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,38430000,129107917,127975391,1.29107917,1.27975391,-1132526,-0.87719330,1132526,0.01132526,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,38640000,127975391,126852799,1.27975391,1.26852799,-1122592,-0.87719365,1122592,0.01122592,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,38850000,126852799,125740055,1.26852799,1.25740055,-1112744,-0.87719310,1112744,0.01112744,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,39060000,125740055,124637072,1.25740055,1.24637072,-1102983,-0.87719303,1102983,0.01102983,scheduled subsidy boundary
